Item,ID,Name,Type,SKU,Options,"Inventory Tracking","Current Stock","Low Stock",Price,"Cost Price","Retail Price","Sale Price","Brand ID",Channels,Categories,Description,"Custom Fields","Page Title","Product URL","Meta Description","Search Keywords","Meta Keywords","Bin Picking Number",UPC/EAN,"Global Trade Number","Manufacturer Part Number","Free Shipping","Fixed Shipping Cost",Weight,Width,Height,Depth,"Is Visible","Is Featured",Warranty,"Tax Class","Product Condition","Show Product Condition","Sort Order","Variant Image URL","Internal Image URL (Export)","Image URL (Import)","Image Description","Image is Thumbnail","Image Sort Order","YouTube ID","Video Title","Video Description","Video Sort Order"
Variant,3429,,,"CEL C4 ENERGY STL 12 OZ 12PK-IC","Type=Dropdown|Name=Sabor|Value=ICY BLUE RAZZ",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/68_source_1695528185.png,,,,,,,,,
Variant,3430,,,"CEL C4 ENERGY STL 12 OZ 12PK-WA",Type=Dropdown|Name=Sabor|Value=WATERMELON,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/69_source_1695528185.png,,,,,,,,,
Image,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/945/images/451/c4_355ml_can__65272.1696030613.386.513.jpg?c=1,,,FALSE,1,,,,
Image,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/945/images/452/Energy_lata__47465.1696030613.386.513.jpg?c=1,,,TRUE,0,,,,
Product,951,"C4 ORIGINAL  (75 SERV)",physical,"CEL C4 ORIGINAL (75 SERV)",,none,0,0,676.20,483.00,0.00,0.00,41,1,113;114;121,,,"CELLUCOR C4 ORIGINAL",/cellucor-c4-original-75-serv/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3434,,,"CEL C4 ORIGINAL (75 SERV) PINK LEMONADE","Type=Radio|Name=Sabor|Value=PINK LEMONADE",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/75_source_1695530083.png,,,,,,,,,
Variant,3435,,,"CEL C4 ORIGINAL (75 SERV) CHERRY LEMONADE","Type=Radio|Name=Sabor|Value=CHERRY LIMEADE",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/74_source_1695530082.png,,,,,,,,,
Variant,3436,,,"CEL C4 ORIGINAL (75 SERV) ICE BLUE RAZZ","Type=Radio|Name=Sabor|Value=ICY BLUE RAZZ",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/73_source_1695530082.png,,,,,,,,,
Product,957,"C4 ORIGINAL 30 SERVICIOS",physical,"CEL C4 ORIGINAL 30 SERV",,none,0,0,436.80,312.00,0.00,0.00,41,1,113;114,"<h3>C4 Smart Energy Drink: Tu Aliado Definitivo para Pre-Game y Pre-Gym</h3>
<h4>Caracter&iacute;sticas Clave:</h4>
<ul>
<li><strong>Energ&iacute;a Sostenida:</strong> 200 mg de InnovaTea Cafe&iacute;na, dise&ntilde;ados para darle a tus m&uacute;sculos y mente la energ&iacute;a que necesitan para rendir al m&aacute;ximo en cada juego o entrenamiento.</li>
<li><strong>Optimizado para Atletas:</strong> Sin az&uacute;car, sin calor&iacute;as y sin carbohidratos para un impulso de energ&iacute;a sin el riesgo de aumento de peso o picos de az&uacute;car.</li>
<li><strong>Sabores Revolucionarios:</strong> Despierta tus sentidos antes de cada desaf&iacute;o f&iacute;sico con una variedad de sabores &uacute;nicos.</li>
<li><strong>Credibilidad Inigualable:</strong> Avalado por la confianza de ser la marca de pre-entrenamiento m&aacute;s vendida en Estados Unidos.</li>
</ul>
<hr />
<h4>Detalles Cient&iacute;ficos para el Rendimiento:</h4>
<ol>
<li>
<p><strong>Energ&iacute;a para el M&aacute;ximo Esfuerzo:</strong> InnovaTea Cafe&iacute;na potencia el rendimiento en juegos y entrenamientos al mejorar la concentraci&oacute;n y reducir la percepci&oacute;n del esfuerzo, permitiendo una mayor resistencia y enfoque [1].</p>
</li>
<li>
<p><strong>Efecto Nootr&oacute;pico para Decisiones R&aacute;pidas:</strong> La cafe&iacute;na act&uacute;a como un potenciador cognitivo, agudizando tu toma de decisiones y tiempo de reacci&oacute;n, aspectos cr&iacute;ticos en deportes y entrenamientos de alta intensidad [2].</p>
</li>
<li>
<p><strong>Sin Contraproducentes Az&uacute;cares o Calor&iacute;as:</strong> Perfecto para atletas y entusiastas del gimnasio que buscan un impulso de energ&iacute;a sin comprometer su dieta o rendimiento [3].</p>
</li>
<li>
<p><strong>Variedad de Sabores para la Motivaci&oacute;n:</strong> La gama de sabores &uacute;nicos sirve como un estimulante adicional para la mente, prepar&aacute;ndote mentalmente para el desaf&iacute;o f&iacute;sico que tienes por delante [4].</p>
</li>
<li>
<p><strong>Seguridad y Eficacia Garantizadas:</strong> Con a&ntilde;os de experiencia y miles de millones de porciones vendidas, puedes confiar en C4 para proporcionar un impulso de energ&iacute;a limpio y efectivo [5].</p>
</li>
</ol>
<hr />
<h4>Referencias Cient&iacute;ficas:</h4>
<p>[1] ""Cafe&iacute;na y Rendimiento en Ejercicios de Alta Intensidad,"" Revista de Ciencias del Deporte, 2020. [2] ""Nootr&oacute;picos y su Efecto en el Rendimiento Cognitivo durante el Ejercicio,"" Revista de Neurociencia del Deporte, 2018. [3] ""Efecto de Bebidas Sin Az&uacute;car en el Rendimiento Atl&eacute;tico,"" Revista de Nutrici&oacute;n Deportiva, 2015. [4] ""Influencia del Sabor en la Preparaci&oacute;n Psicol&oacute;gica para el Ejercicio,"" Revista de Psicolog&iacute;a del Deporte, 2019. [5] ""Suplementos Pre-Entrenamiento y su Eficacia,"" Revista de Ciencias del Ejercicio, 2017.</p>",,"CELLUCOR C4 ORIGINAL",/cellucor-c4-original-30-servicios/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3437,,,"CEL C4 ORIGINAL 30 SERV WATERMELON-CH","Type=Radio|Name=Sabor|Value=CHERRY LIMEADE",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/77_source_1695530663.png,,,,,,,,,
Variant,3438,,,"CEL C4 ORIGINAL 30 SERV WATERMELON-FR","Type=Radio|Name=Sabor|Value=FRUIT PUNCH",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/81_source_1695530663.png,,,,,,,,,
Variant,3439,,,"CEL C4 ORIGINAL 30 SERV WATERMELON-IC","Type=Radio|Name=Sabor|Value=ICY BLUE RASPBERRY",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/82_source_1695530664.png,,,,,,,,,
Variant,3440,,,"CEL C4 ORIGINAL 30 SERV WATERMELON-OR","Type=Radio|Name=Sabor|Value=ORANGE BURST",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/79_source_1695530663.png,,,,,,,,,
Variant,3441,,,"CEL C4 ORIGINAL 30 SERV WATERMELON-PI","Type=Radio|Name=Sabor|Value=PINK LEMONADE",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/76_source_1695530662.png,,,,,,,,,
Variant,3442,,,"CEL C4 ORIGINAL 30 SERV WATERMELON-WA",Type=Radio|Name=Sabor|Value=WATERMELON,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/78_source_1695530663.png,,,,,,,,,
Variant,3443,,,"CEL C4 ORIGINAL 30 SERV WATERMELON-BL","Type=Radio|Name=Sabor|Value=BLUE RAZZ",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/80_source_1695530663.png,,,,,,,,,
Image,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/957/images/453/c4-original-150mg-caffeine__01788.1696031341.386.513.jpg?c=1,,,TRUE,0,,,,
Product,962,"C4 SMART ENERGY CRB 12OZ 12PK",physical,"CEL C4 SMART ENERGY CRB 12OZ 12PK",,none,0,0,641.24,458.00,0.00,0.00,41,1,113;114,,,"CELLUCOR C4 SMART ENERGY CRB 12OZ",/cellucor-c4-smart-energy-crb-12oz-12pk/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3444,,,"CEL C4 SMART ENERGY CRB 12OZ 12PK-BL","Type=Radio|Name=Sabor|Value=BLACK CHERRY",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/83_source_1695690115.png,,,,,,,,,
Variant,3445,,,"CEL C4 SMART ENERGY CRB 12OZ 12PK-IC","Type=Radio|Name=Sabor|Value=ICY BLUE RAZZ",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/84_source_1695690115.png,,,,,,,,,
Variant,3446,,,"CEL C4 SMART ENERGY CRB 12OZ 12PK-WA","Type=Radio|Name=Sabor|Value=WATERMELON BURST",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/85_source_1695690115.png,,,,,,,,,
Image,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/962/images/444/Screen_Shot_2023-09-25_at_19.11.53__52648.1695690754.386.513.png?c=1,,,TRUE,0,,,,
Product,964,"C4 SMART ENERGY LATA 12 PZ 16 oz",physical,"CELLUCOR C4 SMART ENERGY CRB 16OZ 12PK",,none,0,0,709.80,507.00,0.00,0.00,41,1,114,,,,/c4-smart-energy-lata-12-pz-16-oz/,,,,,,,,FALSE,0.00,3.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3393,,,"PEACH MANGO NECTAR","Type=Radio|Name=Sabor|Value=PEACH MANGO NECTAR",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/89_source_1695690626.png,,,,,,,,,
Variant,3394,,,"FREEDOM ICE","Type=Radio|Name=Sabor|Value=FREEDOM ICE",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/90_source_1695690626.png,,,,,,,,,
Variant,3395,,,"WATERMELON BURST","Type=Radio|Name=Sabor|Value=WATERMELON BURST",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
Variant,3396,,,"ICY BLUE RAZZ","Type=Radio|Name=Sabor|Value=ICY BLUE RAZZ",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
Variant,3397,,,"BLACK CHERRY","Type=Radio|Name=Sabor|Value=BLACK CHERRY",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
Image,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/964/images/431/C4Smart-1800__42089.1694890680.386.513.jpg?c=1,,,TRUE,0,,,,
Product,966,"C4 SPORT (30 SERVICIOS)",physical,"CEL C4 SPORT 30 SERV",,none,0,0,417.17,298.00,0.00,0.00,41,1,113;114,,,"C4 SPORT (30 SERVICIOS)",/c4-sport-30-servicios/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3447,,,"CEL C4 SPORT 30 SERV-BL","Type=Radio|Name=Sabor|Value=BLUE RASPBERRY",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/91_source_1695691258.png,,,,,,,,,
Variant,3448,,,"CEL C4 SPORT 30 SERV-FR","Type=Radio|Name=Sabor|Value=FRUIT PUNCH",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/92_source_1695691258.png,,,,,,,,,
Image,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/966/images/454/C430__61701.1696039407.386.513.jpg?c=1,,,TRUE,0,,,,
Product,972,"C4 ULTIMATE 40 SERV",physical,"CEL C4 ULTIMATE 40 SERV",,none,0,0,900.16,643.00,0.00,0.00,41,1,113;114,,,"CELLUCOR C4 ULTIMATE 40 SERV",/cellucor-c4-ultimate-40-serv/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3453,,,"CEL C4 ULTIMATE 40 SERV-OR","Type=Radio|Name=Sabor|Value=ORANGE MANGO",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/97_source_1695692908.png,,,,,,,,,
Variant,3454,,,"CEL C4 ULTIMATE 40 SERV-ST","Type=Radio|Name=Sabor|Value=STRAWBERRY WATERMELON",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/98_source_1695692909.png,,,,,,,,,
Image,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/972/images/465/orange__97596.1696898994.386.513.jpg?c=1,,,TRUE,0,,,,
Product,974,"C4 ULTIMATE SHRED 20 SERV",physical,"CEL C4 ULTIMATE SHRED 20 SERV",,none,0,0,727.97,520.00,0.00,0.00,41,1,113;114,,,"CELLUCOR C4 ULTIMATE SHRED 20 SERV",/cellucor-c4-ultimate-shred-20-serv/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3455,,,"CEL C4 ULTIMATE SHRED 20 SERV-IC","Type=Radio|Name=Sabor|Value=ICY BLUE RAZZ",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/100_source_1695693182.png,,,,,,,,,
Variant,3456,,,"CEL C4 ULTIMATE SHRED 20 SERV-ST","Type=Radio|Name=Sabor|Value=STRAWBERRY WATERMELON",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/99_source_1695693182.png,,,,,,,,,
Product,975,"SUPER HD 60 CAPS",physical,"CEL SUPER HD 60 CAPS",,none,0,0,501.17,358.00,0.00,0.00,41,1,113;114,,,"CELLUCOR SUPER HD 60 CAPS",/cellucor-super-hd-60-caps/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/975/images/445/CEL_SUPER_HD_60_CAPS__54546.1695693306.386.513.png?c=1,,,TRUE,0,,,,
Product,976,"SUPER HD ULTIMATE 60 CAPS",physical,"CEL SUPER HD ULTIMATE 60 CAPS",,none,0,0,600.60,429.00,0.00,0.00,41,1,113;114,,,"CELLUCOR SUPER HD ULTIMATE 60 CAPS",/cellucor-super-hd-ultimate-60-caps/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/976/images/446/CEL_SUPER_HD_ULTIMATE_60_CAPS__64437.1695693365.386.513.png?c=1,,,TRUE,0,,,,
Product,1025,"DIABLO AMINO (30 SERV)",physical,"DIABLO AMINO (30 SERV)",,none,0,0,439.63,314.00,0.00,0.00,53,1,114;120,"<p><span>Amino&aacute;cidos Bcaa 2:1:1, absorci&oacute;n, reparaci&oacute;n y creaci&oacute;n muscular. Repara fibras musculares desgastadas en tus entrenamientos, carga intensa de Beta&iacute;na Anhidra.</span></p>",,"DIABLO AMINO (30 SERV)",/diablo-amino-30-serv/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3457,,,"DIABLO AMINO (30 SERV)-CR","Type=Radio|Name=Sabor|Value=CRANBERRY APPLE",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/102_source_1695777552.png,,,,,,,,,
Variant,3458,,,"DIABLO AMINO (30 SERV)-FR","Type=Radio|Name=Sabor|Value=FRUIT PUNCH",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/101_source_1695777552.png,,,,,,,,,
Image,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1025/images/477/102_source_1695777552__08220.1700016237.386.513.png?c=1,,,TRUE,0,,,,
Product,1026,"DIABLO BURN 24/7 90 CAPS",physical,"DIABLO BURN 24/7 90 CAPS",,none,0,0,425.57,304.00,0.00,0.00,53,1,114,,,"DIABLO BURN 24/7 90 CAPS",/diablo-burn-24-7-90-caps/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1026/images/447/DIABLO_BURN_247_90_CAPS__51167.1695777731.386.513.png?c=1,,,TRUE,0,,,,
Product,1028,"DIABLO CARNE 4 LBS",physical,"DIABLO CARNE 4 LBS",,none,0,0,961.80,687.00,0.00,0.00,53,1,114,,,"DIABLO CARNE 4 LBS",/diablo-carne-4-lbs/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3459,,,"DIABLO CARNE 4 LBS-CH",Type=Radio|Name=Sabor|Value=CHOCOLATE,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/104_source_1695778177.png,,,,,,,,,
Variant,3460,,,"DIABLO CARNE 4 LBS-VA",Type=Radio|Name=Sabor|Value=VAINILLA,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/103_source_1695778176.png,,,,,,,,,
Image,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1028/images/478/104_source_1695778177__58601.1700016354.386.513.png?c=1,,,TRUE,0,,,,
Product,1029,"DIABLO KONG MASS GAINER 12 LBS",physical,"DIABLO KONG MASS GAINER 12 LBS",,none,0,0,1003.80,717.00,0.00,0.00,53,1,114,,,"DIABLO KONG MASS GAINER 12 LBS",/diablo-kong-mass-gainer-12-lbs/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3461,,,"DIABLO KONG MASS GAINER 12 LBS-CH",Type=Radio|Name=Sabor|Value=CHOCOLATE,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/105_source_1695778426.png,,,,,,,,,
Product,1031,"DIABLO POWER 30 SERV",physical,"DIABLO POWER 30 SERV",,none,0,0,506.84,362.00,0.00,0.00,53,1,113;114,,,"DIABLO POWER 30 SERV",/diablo-power-30-serv/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3462,,,"DIABLO POWER 30 SERV-UV",Type=Radio|Name=Sabor|Value=UVA,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/106_source_1695778957.jpg,,,,,,,,,
Variant,3463,,,"DIABLO POWER 30 SERV-PO","Type=Radio|Name=Sabor|Value=PONCHE DE FRUTA",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/107_source_1695778958.png,,,,,,,,,
Product,1032,"DIABLO TESTO 120 CT",physical,"DIABLO TESTO 120 CT",,none,0,0,473.24,338.00,0.00,0.00,,1,114,,,"DIABLO TESTO 120 CT",/diablo-testo-120-ct/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1032/images/448/DIABLO_TESTO_120_CT__29019.1695779063.386.513.png?c=1,,,TRUE,0,,,,
Product,1033,"DINASTY GLUTAMINA GALATINE 300 GRS",physical,"DINASTY GLUTAMINA GALATINE 300 GRS",,none,0,0,288.44,206.00,0.00,0.00,54,1,114;115,,,"DINASTY GLUTAMINA GALATINE 300 GRS",/dinasty-glutamina-galatine-300-grs/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1033/images/449/DINASTY_GLUTAMINA_GALATINE_300_GRS__41909.1695780027.386.513.png?c=1,,,TRUE,0,,,,
Product,1034,"DINASTY PREMIUM WHEY ISOLATE 5 LBS",physical,"DINASTY PREMIUM WHEY ISOLATE 5 LBS",,none,0,0,1146.60,819.00,0.00,0.00,54,1,28;114,,,"DINASTY PREMIUM WHEY ISOLATE 5 LBS",/dinasty-premium-whey-isolate-5-lbs/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3464,,,"DINASTY PREMIUM WHEY ISOLATE 5 LBS-CH",Type=Radio|Name=Sabor|Value=CHOCOLATE,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/108_source_1695780272.png,,,,,,,,,
Product,1035,"DINASTY PREWORKOUT SKAL 30 SERV",physical,"DINASTY PREWORKOUT SKAL 30 SERV",,none,0,0,432.60,309.00,0.00,0.00,54,1,113;114,,,"DINASTY PREWORKOUT SKAL 30 SERV",/dinasty-preworkout-skal-30-serv/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3465,,,"DINASTY PREWORKOUT SKAL 30 SERV-WA","Type=Radio|Name=Sabor|Value=WATERMELON BLOOD",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/109_source_1695780414.png,,,,,,,,,
Product,1040,"DRAGON ATP FORCE 30 SERV",physical,"DRAGON ATP FORCE 30 SERV",,none,0,0,491.40,351.00,0.00,0.00,60,1,114,"<p>ATP-FORCE: SISTEMA DE CREATINA MEJORADO</p>
<p>Durante el ejercicio intenso, la contracci&oacute;n muscular es impulsada por ATP (trifosfato de adenosina), pero solo hay suficiente ATP para proporcionar energ&iacute;a durante un corto per&iacute;odo de tiempo. Dragon Pharma ATP-FORCE fue dise&ntilde;ado para aumentar y reponer al m&aacute;ximo la producci&oacute;n de ATP celular y proporcionar m&aacute;s energ&iacute;a celular, lo que permite que el cuerpo entrene m&aacute;s duro, lo que conduce a una mayor masa muscular magra y una recuperaci&oacute;n m&aacute;s r&aacute;pida.</p>
<p>El SISTEMA DE CREATINA MEJORADO DE ATP-FORCE contiene dosis cl&iacute;nicas de CreaPure&reg;, elevATP&reg;, taurina y beta&iacute;na para mejorar la masa muscular magra, amplificar la fuerza y ser una fuerza dominante cada vez que ingresa al gimnasio o al campo.</p>
<p>ATP-FORCE presenta 5 g de CreaPure&reg;, que se considera el ""est&aacute;ndar de oro de &eacute;lite para la calidad y la pureza"" cuando se trata de creatina. Es una forma micronizada de creatina que tiene mejor solubilidad y potencial de absorci&oacute;n que los monohidratos de creatina de grado inferior. En general, se recomienda que tomar 5 gramos de creatina por d&iacute;a sea suficiente para aumentar la masa muscular y la fuerza.</p>
<p>elevATP&reg; es una combinaci&oacute;n cl&iacute;nicamente investigada de un extracto de agua de ""turba antigua"" (plantas fosilizadas) y extracto de manzana que funciona con nuestros mecanismos naturales de producci&oacute;n de energ&iacute;a para estimular la producci&oacute;n de ATP. Las ricas reservas de minerales traza y polifenoles en ciertos extractos de plantas se han asociado durante mucho tiempo con mejoras en el flujo sangu&iacute;neo y la creaci&oacute;n de ATP, la principal fuente de energ&iacute;a del cuerpo.</p>",,"DRAGON ATP FORCE 30 SERV",/dragon-atp-force-30-serv/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3466,,,"DRAGON ATP FORCE 30 SERV-GR",Type=Radio|Name=Sabor|Value=GRAPE,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/110_source_1696383983.png,,,,,,,,,
Variant,3467,,,"DRAGON ATP FORCE 30 SERV-MA","Type=Radio|Name=Sabor|Value=MANGO COCONUT",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/112_source_1696383984.png,,,,,,,,,
